;Formula;Format;Comments;Code;Summary;"DCA Formula";"Use Workflow";"Storage Format";"Referenced By";"Cell Count";"Size (GB)";"Clean Cells";Id;AutoCalculation;"Last Update";"Obfuscation Formula";"Stable View Formula";"User View Formula";"Error Comment"
"Платеж по тарифу";;"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN"",""hasRounding"":true,""maximumSignificantAllDigits"":-1,""maximumSignificantIntegerDigits"":-1,""maximumSignificantDecimalDigits"":2,""horizontalAlign"":""RIGHT"",""verticalAlign"":""CENTER"",""inputFormatSettingApplied"":false,""sendFormatSettingApplied"":false,""insignificantIntegerRanks"":-1,""significantDecimalRanks"":-1,""savingFormatSettingApplied"":false,""savingFormatSettings"":{""decimalPlaces"":15}}";;;Sum;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'По тарифу?', 'ML01.03.29 L Тарифы'.'Платеж по тарифу', 'M03.02.02 Расчет тарифа для плана'.'Сумма без НДС план', 'M03.02.02 Расчет тарифа для плана'.Тариф, 'M03.02.02 Расчет тарифа для плана'.'Скорректированный тариф'";4153;3.0942261219025E-5;;129000000859;true;;;;;
НДС;;"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":-1,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN"",""hasRounding"":true,""maximumSignificantAllDigits"":-1,""maximumSignificantIntegerDigits"":-1,""maximumSignificantDecimalDigits"":2,""horizontalAlign"":""RIGHT"",""verticalAlign"":""CENTER"",""inputFormatSettingApplied"":false,""sendFormatSettingApplied"":false,""insignificantIntegerRanks"":-1,""significantDecimalRanks"":-1,""savingFormatSettingApplied"":false,""savingFormatSettings"":{""decimalPlaces"":15}}";;;Average;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'M03.02.03a Планируемый объем выручки. Аналитики'.НДС";4153;3.0942261219025E-5;;129000000860;true;;;;;
"Этап договора";"PARENT(ITEM('L Тарифы'))";"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000131,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false,""filterType"":""NONE""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'M03.02.02 Расчет тарифа для плана'.'Объем операций план', 'M03.02.02 Расчет тарифа для плана'.'Скорректированный объем операций план'";4153;3.0942261219025E-5;;129000000861;true;;;PARENT(ITEM('101000000132'));"PARENT(ITEM('L Тарифы'))";
"По тарифу?";"BOOLEAN('Платеж по тарифу')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Or;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'L Этапы договоров'.'По тарифу?', 'Без тарифа?', 'M03.02.02 Расчет тарифа для плана'.'Объем операций план', 'M03.02.02 Расчет тарифа для плана'.'Фиксированный платеж', 'M03.02.02 Расчет тарифа для плана'.'Скорректированный объем операций план', 'M03.02.02 Расчет тарифа для плана'.'Скорректированный фиксированный платеж'";4153;7.7355653047562E-6;;129000000862;true;;;BOOLEAN('129000000859');"BOOLEAN('Платеж по тарифу')";
"Без тарифа?";"NOT 'По тарифу?'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;Or;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'L Этапы договоров'.'Без тарифа?', 'M03.02.02 Расчет тарифа для плана'.'Фиксированный платеж', 'M03.02.02 Расчет тарифа для плана'.'Скорректированный фиксированный платеж'";4153;7.7355653047562E-6;;129000000863;true;;;"NOT '129000000862'";"NOT 'По тарифу?'";
"L Драйвер распределения";;;;;;;;;;0;0;;101000000136;;;;;;
"L Конечное упр подразделение";;;;;;;;;;8224;1.5318393707275E-5;;101000000137;;;;;;
deletionmark;;"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;4112;7.6591968536377E-6;;129000000887;true;;;;;
in_archive;;"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;4112;7.6591968536377E-6;;129000000888;true;;;;;
"< - - - Вспомогательные справочники - - - >";;;;;;;;;;0;0;;101000000015;;;;;;
NUM;;;;;;;;;;33972800;0.067001581192017;;101000000016;;;;;;
item;ITEM('NUM');"{""dataType"":""ENTITY"",""hierarchyEntityLongId"":101000000016,""horizontalAlign"":""LEFT"",""verticalAlign"":""CENTER"",""selectiveAccessApplied"":false,""dependentApplied"":false,""dependentEntityLongId"":null,""dimensionContext"":false}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.0037223100662231;;129000000247;true;;;ITEM('101000000016');ITEM('NUM');
Name;NAME(ITEM('NUM'));"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Нумератор текст'";499600;0;;129000000004;true;;;NAME(ITEM('101000000016'));NAME(ITEM('NUM'));
"Нумератор текст";"LOOKUPTEXT('Name', 1, LENGTH('Name') - 1)";"{""dataType"":""TEXT"",""textType"":""GENERAL"",""maxLength"":0,""lineBreak"":true,""wordWrap"":false,""ignoreTextIndent"":false,""horizontalAlign"":""LEFT"",""verticalAlign"":""TOP""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"Нумератор, 'M05.02.08 REPORT Детализация PL с версиями'.'custom_key', 'M05.03.05 REPORT Детализация CF с версиями'.'custom_key'";499600;0;;129000000593;true;;;"LOOKUPTEXT('129000000004', 1, LENGTH('129000000004') - 1)";"LOOKUPTEXT('Name', 1, LENGTH('Name') - 1)";
Нумератор;"NUMBER('Нумератор текст')";"{""dataType"":""NUMBER"",""minimumSignificantDigits"":-1,""decimalPlaces"":0,""decimalSeparator"":""FULL_STOP"",""groupingSeparator"":""SPACE"",""negativeNumberNotation"":""MINUS_SIGN"",""zeroFormat"":""ZERO"",""unitsType"":""NONE"",""unitsDisplayType"":""NONE"",""currencyCode"":null,""customUnits"":null,""comparisonIncrease"":""GOOD"",""nanApplied"":false,""nanDisplayValue"":""NaN""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'p NUM импорт CRM', 'p NUM План расходов ТД', 'p NUM Сегментация прочих', 'p NUM CF Факт', 'p NUM PL Факт', 'p NUM Капитализация', 'p NUM PL Архив', 'p NUM CF Архив', 'p NUM Загрузка справочников', 'p NUM ЦК ТД', 'p NUM HR PL', 'p NUM HR CF', 'p NUM CSP', 'p NUM CSP manual', 'p NUM capex проекты', 'p NUM PL расчет', 'p NUM CF расчет', 'p NUM форма opex', 'p NUM CSP manual ЦФО', 'p NUM Аллокация HR и ТД', 'p NUM ExtraGap', 'p NUM список LAM и KeyClient', 'p NUM импорт 1C UH', 'p NUM импорт CRM NEW', 'p.NUM IMPORT vCPU new', 'p NUM Мультикарта', 'p NUM Тарифы', 'p NUM Мэппинг для определения БК', 'p NUM Контрагенты 1С УХ', 'p NUM Факт по капитализации', 'Исходные данные CRM'.'Номер строки', 'Исходные данные CRM'.'Номер строки NUM', 'План расходов ТД'.'Номер строки', 'ML01.03.03 Versions'.нумератор, 'ML01.03.04 NUM для версий'.Предыдущий, 'ML01.03.04 NUM для версий'.Следующий, 'ML01.03.04 NUM для версий'.Нумератор, 'Импорт факта УК PL'.'Номер строки', 'Импорт факта УК CF'.'Номер строки', 'M05.02.08 REPORT Детализация PL с версиями'.'Номер строки расчетный', 'M05.03.05 REPORT Детализация CF с версиями'.'Номер строки расчетный', 'Импорт HR PL'.Нумератор, 'Импорт HR CF'.Нумератор, 'M96.01 Архивация данных PL'.'Номер строки', 'M96.02 Архивация данных CF'.'Номер строки', 'Импорт справочников'.'Номер NUM', 'Детализация Capex'.Нумератор, 'Нормализация чистой прибыли (Исключаемые данные)'.'Номер строки', 'Импорт Расходы ЦСП'.'Номер строки', 'M02.02.06 IMPORT 1С:УХ ручной слой'.Нумератор, 'M02.02.02 IMPORT CRM все направления, кроме ВГО, ручной слой'.Нумератор, 'M02.02.02 IMPORT CRM все направления, кроме ВГО, ручной слой'.'Номер строки', 'M02.02.04 IMPORT CRM ВГО ручной слой'.Нумератор, 'M02.02.04 IMPORT CRM ВГО ручной слой'.'Номер строки', 'M02.02.01 IMPORT CRM все направления, кроме ВГО, Тех. слой'.Нумератор, 'M02.02.01 IMPORT CRM все направления, кроме ВГО, Тех. слой'.'Номер строки', 'M02.02.03 IMPORT CRM ВГО Тех. слой'.Нумератор, 'M02.02.03 IMPORT CRM ВГО Тех. слой'.'Номер строки', 'M02.02.05 IMPORT 1С:УХ Тех. слой'.Нумератор, 'M02.02.11 IMPORT План расходов ТД CRM и EG'.'Номер строки', 'M02.02.16 IMPORT CRM, общий слой'.'Номер строки', 'M02.02.19 IMPORT vCPU new'.Нумератор";499600;0.0037223100662231;;129000000002;true;;;NUMBER('129000000593');"NUMBER('Нумератор текст')";
"Первый элемент";;"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000249;true;;;;;
"p NUM импорт CRM NEW";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CRM NEW расчетное' + 50";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр CRM NEW'";499600;0.00093057751655579;;129000000809;true;;;"'129000000002' <= '310000014542'+50";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CRM NEW расчетное' + 50";
"p NUM импорт CRM";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CRM расчетное' + 50";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр CRM'";499600;0.00093057751655579;;129000000003;true;;;"'129000000002' <= '310000014543'+50";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CRM расчетное' + 50";
"p NUM импорт 1C UH";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк 1C UH расчетное' + 50";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр 1C UH'";499600;0.00093057751655579;;129000000808;true;;;"'129000000002' <= '310000014544'+50";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк 1C UH расчетное' + 50";
"p NUM План расходов ТД";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк План расходов ТД'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"'Нумератор' <= 'Количество строк'.'Количество строк План расходов ТД' + 50";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр План расходов ТД'";499600;0.00093057751655579;;129000000062;true;;;"'129000000002' <= '310000000767'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк План расходов ТД'";
"p NUM Сегментация прочих";"'Нумератор' < 500";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000086;true;;;"'129000000002' < 500";"'Нумератор' < 500";
"p NUM CF Факт";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк УК Факт CF Итог'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр CF Факт'";499600;0.00093057751655579;;129000000203;true;;;"'129000000002' <= '310000005120'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк УК Факт CF Итог'";
"p NUM PL Факт";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк УК Факт PL Итог'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр PL Факт'";499600;0.00093057751655579;;129000000204;true;;;"'129000000002' <= '310000005119'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк УК Факт PL Итог'";
"p NUM PL Архив";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк PL Архив (расчетное)'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр PL Архив'";499600;0.00093057751655579;;129000000268;true;;;"'129000000002' <= '310000004884'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк PL Архив (расчетное)'";
"p NUM CF Архив";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CF Архив (расчетное)'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр CF Архив'";499600;0.00093057751655579;;129000000271;true;;;"'129000000002' <= '310000004886'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CF Архив (расчетное)'";
"p NUM PL расчет";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк PL расчет итог'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр PL расчет'";499600;0.00093057751655579;;129000000383;true;;;"'129000000002' <= '310000003316'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк PL расчет итог'";
"p NUM CF расчет";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CF расчет итог'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр CF расчет'";499600;0.00093057751655579;;129000000384;true;;;"'129000000002' <= '310000003317'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CF расчет итог'";
"p NUM Капитализация";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Капитализация'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр Капитализация'";499600;0.00093057751655579;;129000000220;true;;;"'129000000002' <= '310000001624'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Капитализация'";
"p NUM Загрузка справочников";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Загрузка справочников'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр Загрузка справочников'";499600;0.00093057751655579;;129000000275;true;;;"'129000000002' <= '310000002711'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Загрузка справочников'";
"p NUM ЦК ТД";"'Нумератор' <= 'M98.02 Селектор для сравнения версия PL/CF'.'Максимум ЦК на сделку в ТД'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр ЦК ТД'";499600;0.00093057751655579;;129000000296;true;;;"'129000000002' <= '386000002835'";"'Нумератор' <= 'M98.02 Селектор для сравнения версия PL/CF'.'Максимум ЦК на сделку в ТД'";
"p NUM HR PL";"'Нумератор' <= MAX('M01.02.03 Количество строк'.'Количество строк PL HR', 'M01.02.03 Количество строк'.'Количество строк PL HR ручной ввод', 'M01.02.03 Количество строк'.'Количество строк PL HR текущее')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"'Нумератор' <= MAX('M01.02.03 Количество строк'.'Количество строк PL HR', 'M01.02.03 Количество строк'.'Количество строк PL HR ручной ввод', 'M01.02.03 Количество строк'.'Количество строк PL HR текущее')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр HR PL'";499600;0.00093057751655579;;129000000298;true;;;"'129000000002' <= MAX('310000002208', '310000004648', '310000005213')";"'Нумератор' <= MAX('M01.02.03 Количество строк'.'Количество строк PL HR', 'M01.02.03 Количество строк'.'Количество строк PL HR ручной ввод', 'M01.02.03 Количество строк'.'Количество строк PL HR текущее')";
"p NUM HR CF";"'Нумератор' <= MAX('M01.02.03 Количество строк'.'Количество строк CF HR', 'M01.02.03 Количество строк'.'Количество строк CF HR текущее')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"'Нумератор' <= MAX('M01.02.03 Количество строк'.'Количество строк CF HR', 'M01.02.03 Количество строк'.'Количество строк CF HR текущее')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр HR CF'";499600;0.00093057751655579;;129000000299;true;;;"'129000000002' <= MAX('310000002209', '310000005214')";"'Нумератор' <= MAX('M01.02.03 Количество строк'.'Количество строк CF HR', 'M01.02.03 Количество строк'.'Количество строк CF HR текущее')";
"p NUM CSP";"'Нумератор' <= MAX('M01.02.03 Количество строк'.'Количество строк CSP', 'M01.02.03 Количество строк'.'Количество строк CSP есть данные')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"'Нумератор' <= MAX('Количество строк'.'Количество строк CSP', 'Количество строк'.'Количество строк CSP есть данные')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр CSP'";499600;0.00093057751655579;;129000000345;true;;;"'129000000002' <= MAX('310000003022', '310000004720')";"'Нумератор' <= MAX('M01.02.03 Количество строк'.'Количество строк CSP', 'M01.02.03 Количество строк'.'Количество строк CSP есть данные')";
"p NUM CSP manual";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CSP ручной ввод'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр CSP manual'";499600;0.00093057751655579;;129000000347;true;;;"'129000000002' <= '310000003023'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CSP ручной ввод'";
"p NUM CSP manual ЦФО";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CSP ручной ввод ЦФО'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр CSP manual ЦФО'";499600;0.00093057751655579;;129000000647;true;;;"'129000000002' <= '310000006685'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк CSP ручной ввод ЦФО'";
"p NUM capex проекты";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк capex проекты'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр capex проекты'";499600;0.00093057751655579;;129000000372;true;;;"'129000000002' <= '310000003164'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк capex проекты'";
"p NUM форма opex";"'Нумератор' <= MAX('M01.02.03 Количество строк'.'Количество строк opex', 'M01.02.03 Количество строк'.'Количество строк opex текущее')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр форма opex'";499600;0.00093057751655579;;129000000488;true;;;"'129000000002' <= MAX('310000005243', '310000005244')";"'Нумератор' <= MAX('M01.02.03 Количество строк'.'Количество строк opex', 'M01.02.03 Количество строк'.'Количество строк opex текущее')";
"p NUM Аллокация HR и ТД";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Аллокация HR и ТД'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр Аллокация HR и ТД'";499600;0.00093057751655579;;129000000756;true;;;"'129000000002' <=  '310000010550'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Аллокация HR и ТД'";
"p NUM ExtraGap";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк ExtraGap'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр ExtraGap'";499600;0.00093057751655579;;129000000776;true;;;"'129000000002' <= '310000011469'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк ExtraGap'";
"p NUM список LAM и KeyClient";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк LAM и KeyClient'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр Список LAM и KeyClient'";499600;0.00093057751655579;;129000000790;true;;;"'129000000002' <=  '310000011795'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк LAM и KeyClient'";
"p.NUM IMPORT vCPU new";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк IMPORT vCPU new'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр IMPORT vCPU new'";499600;0.00093057751655579;;129000000833;true;;;"'129000000002' <=  '310000016597'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк IMPORT vCPU new'";
"p NUM Мультикарта";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Мультикарта'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр Мультикарта'";499600;0.00093057751655579;;129000000865;true;;;"'129000000002' <= '310000016046'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Мультикарта'";
"p NUM Тарифы";"'Нумератор' <= 6000";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр Тарифы'";499600;0.00093057751655579;;129000000866;true;;;"'129000000002' <= 6000";"'Нумератор' <= 6000";
"p NUM Мэппинг для определения БК";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Мэппинг для определения БК'";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр Мэппинг для определения БК'";499600;0.00093057751655579;;129000000884;true;;;"'129000000002' <= '310000016712'";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Мэппинг для определения БК'";
"p NUM Контрагенты 1С УХ";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Контрагенты 1С УХ' + 5";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр Контрагенты 1С УХ'";499600;0.00093057751655579;;129000000913;true;;;"'129000000002' <= '310000017784' + 5";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Контрагенты 1С УХ' + 5";
"p NUM Факт по капитализации";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Факт по капитализации' + 5";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";"'Фильтр Факт по капитализации'";499600;0.00093057751655579;;129000000940;true;;;"'129000000002' <=  '310000017818' + 5";"'Нумератор' <= 'M01.02.03 Количество строк'.'Количество строк Факт по капитализации' + 5";
"Фильтр CRM NEW";"'p NUM импорт CRM NEW' AND NOT IN_DIMENSION('s NUM импорт CRM NEW')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000810;true;;;"'129000000809' AND NOT IN_DIMENSION('109000000156')";"'p NUM импорт CRM NEW' AND NOT IN_DIMENSION('s NUM импорт CRM NEW')";
"Фильтр CRM";"'p NUM импорт CRM' AND NOT IN_DIMENSION('s NUM импорт CRM')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000811;true;;;"'129000000003' AND NOT IN_DIMENSION('109000000001')";"'p NUM импорт CRM' AND NOT IN_DIMENSION('s NUM импорт CRM')";
"Фильтр 1C UH";"'p NUM импорт 1C UH' AND NOT IN_DIMENSION('s NUM импорт 1C UH')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";;;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000812;true;;;"'129000000808' AND NOT IN_DIMENSION('109000000180')";"'p NUM импорт 1C UH' AND NOT IN_DIMENSION('s NUM импорт 1C UH')";
"Фильтр PL Факт";"'p NUM PL Факт' AND NOT IN_DIMENSION('s NUM PL Факт')";"{""dataType"":""BOOLEAN"",""horizontalAlign"":""CENTER"",""verticalAlign"":""CENTER""}";"NOT ('p NUM PL Факт' AND IN_DIMENSION('s NUM PL Факт')) AND 'p NUM PL Факт' OR NOT (IN_DIMENSION('s NUM PL Факт') AND 'p NUM PL Факт') AND IN_DIMENSION('s NUM PL Факт')";;None;;true;"{""storageType"":""PLANAR"",""recalculateAll"":true}";;499600;0.00093057751655579;;129000000205;true;;;"'129000000204' AND NOT IN_DIMENSION('109000000054')";"'p NUM PL Факт' AND NOT IN_DIMENSION('s NUM PL Факт')";
